Battery,CycleIndex,Capacity_Ah,Re,Rct,V_min,V_max,V_mean,T_mean,T_max,Duration_s,I_mean
B0005,28,1.813969388710352,0.044483715777434665,0.06782555719716843,2.471314764334132,4.187560306288175,3.556833231052199,31.565586498787077,38.18831137948753,3410.688,1.913620909902553
B0005,29,1.802765665167823,0.04441416485910045,0.06885805241213436,2.6613903306108773,4.18805176248713,3.5624410850948944,31.59124667045208,37.998541119085836,3410.718,1.9026476995844432
B0005,30,1.804077040117352,0.04453544590029642,0.06779434699116274,2.541762355407921,4.187667484260542,3.5591407106855666,31.603485399391182,38.194201649765226,3392.719,1.9130823665540544
B0005,31,1.8518025516704486,0.04502135245555801,0.06940408185539676,2.628919415830567,4.2010701773378685,3.5573161327793144,31.91556385491565,38.45796400011448,3470.672,1.9206226860865134
B0005,32,1.8307038456739428,0.04646251600050638,0.06993774302336724,2.6312552691827045,4.1996223345495824,3.561870782772737,32.081128118597164,38.49126351534004,3414.109,1.9298947547733054
B0005,33,1.8199041089501267,0.04772385451119983,0.06950417544214327,2.654880745360911,4.199853323702163,3.5617586337260088,31.849792632896243,38.31473393357882,3395.219,1.929319271264108
B0005,34,1.8093079637028517,0.04694022963323793,0.069661211991841,2.6749688422803803,4.199103467081427,3.5597307651083123,31.465690433362017,37.861934640176806,3386.0,1.923358415235126
B0005,35,1.80460990458052,0.04702798243208013,0.07112946749607083,2.6159705726789904,4.199998536865001,3.5575937553540915,31.40934895665031,37.90665575786083,3368.187,1.9285088406920838
B0005,36,1.7993770651972192,0.047755380262671634,0.07167079612312527,2.658447162110498,4.19967522099872,3.5597237883937995,31.902247475518077,38.34003238560517,3368.266,1.9231516515854177
B0005,37,1.7884432335370462,0.047022939446838434,0.06976696183555635,2.6979426084271156,4.1991847248803165,3.559061771422033,31.649024294808623,38.0745950590744,3358.719,1.9170640150939449
B0005,38,1.7829230484252723,0.046245370477528074,0.0719248993978976,2.6617272246516333,4.200012480335,3.557015527748059,31.48874626238971,38.07252758016199,3339.5,1.922067492364195
B0005,39,1.7730337158018288,0.04618610336751238,0.07193787056034481,2.699288287625812,4.1992373656547874,3.5562481933590964,31.329995610092634,37.80133585100446,3331.265,1.9162697587781747
B0005,40,1.773037755078937,0.04773737014313117,0.0703395836124857,2.6127932408838532,4.1993957811187075,3.5532756526091784,31.569551201845574,38.39873985476869,3321.188,1.922122706502154
B0005,41,1.7678721106662054,0.04838334154876506,0.06973812701544792,2.6637064901468075,4.1995786980260705,3.556266431640255,32.111426258867944,38.74929237918251,3321.844,1.9162735319343263
B0005,42,1.7623150704093087,0.048037510039299486,0.07012511424776673,2.6668454289754746,4.199546957512695,3.5563095420140822,32.271676011112376,38.87275464755104,3311.828,1.9159257340976645
B0005,43,1.7676172924938447,0.048086960073381944,0.0697134641311117,2.684431051981017,4.194091469340824,3.558950851054106,31.842291659678658,38.503541429116005,3327.391,1.9114464682592052
B0005,44,1.762668359743147,0.048086960073381944,0.0697134641311117,2.645224362345869,4.200715235801255,3.5534418211598053,31.759815453754253,38.27009094548294,3312.078,1.915844717074932
B0005,45,1.7517304870664143,0.04754728174038817,0.07318009891168203,2.6603527244917,4.1990980807180325,3.5510121537420285,31.41911167391793,38.11684755251712,3293.172,1.9151339148316244
B0005,46,1.7418496047960008,0.04764092098948851,0.07165247326552959,2.6926849789916263,4.199398534411534,3.551317608213948,31.331626572312267,38.04152715355532,3275.328,1.9148572716406749
B0005,47,1.7360913511847138,0.04842436953177311,0.07249983749010006,2.670544734728978,4.199122915612965,3.549003180550162,31.35934131425137,38.17980302242767,3265.016,1.9144233171408105
B0005,48,1.7936240148573608,0.04842436953177311,0.07249983749010006,2.605158060541757,4.190409478081396,3.5597648340955175,34.31088483888259,40.71218198711114,3328.937,1.9389033648133622
B0005,49,1.7831890223273275,0.04943074564871873,0.0701407541984291,2.672012007453096,4.199933846791869,3.5623454342368555,33.43585640373788,39.885261233152924,3329.266,1.9275345758657751
B0005,50,1.7673642076278957,0.04974822543014387,0.07112993844977841,2.674271233724938,4.199365021329158,3.558336657621618,32.66698125020078,39.18287352945846,3301.579,1.9267295232904682
B0005,51,1.7570177850353066,0.04988486594475391,0.07198302765125617,2.6309416727017187,4.19902365945384,3.554013138622869,32.28423408691397,38.951564804030774,3283.563,1.926172441865584
B0005,52,1.7468706179837907,0.04921638093217895,0.07146374397937286,2.6629725743154204,4.199432142144215,3.552376095886298,32.00739178780946,38.607510759873634,3275.125,1.9202943078313002
B0005,53,1.7417172507457144,0.04994593893656341,0.07088704261645878,2.612942119873717,4.199640922827531,3.549618661283733,32.06387071886056,38.920359903369054,3265.656,1.9201149196706926
B0005,54,1.7364225056478186,0.048969605147940264,0.07178168505217358,2.6157198442661476,4.199305653118061,3.54938103086703,32.43754560319043,39.23273115358871,3266.093,1.9144411095695255
B0005,55,1.7263217239235826,0.05022937602514056,0.0718319241428618,2.6287695472774453,4.198949734540481,3.5472118680418956,32.16809876635083,38.964927068400804,3257.594,1.908381358995133
B0005,56,1.7158065389330133,0.04971526662508074,0.07139027154395669,2.6655106679421823,4.19834220599025,3.5467052098640246,32.05752645824972,38.83927283461771,3248.593,1.9022223526493423
B0005,57,1.710533351135192,0.04913216601843565,0.0724518691988788,2.650495153350403,4.198995776266302,3.544629653883431,31.975920928072714,38.82796377704433,3238.766,1.902069533708128
B0005,58,1.706014499648521,0.04920968322529824,0.07304025099509703,2.643236235233877,4.19916986492694,3.5436291614253204,32.21689335291319,39.14007944734004,3240.14,1.8965332154034205
B0005,59,1.7003110272642588,0.04950631616559385,0.07251082944035009,2.656450207001938,4.199246833083063,3.5444946147995258,32.55632993697177,39.349611598028886,3230.109,1.8959927229678666
B0005,60,1.6945798601797895,0.04865176277959679,0.07201762091170956,2.626177688152069,4.1992551886401595,3.5409201846556857,32.40048085325998,39.29444535878087,3229.7810000000027,1.8900332987976025
B0005,61,1.6849029086609286,0.04916575568371288,0.07316993618002728,2.6582230344240045,4.199610827671791,3.541195668799061,32.29371860868794,39.10487658009542,3212.469,1.8893934935378442
B0005,62,1.6744741591159717,0.04923427342088277,0.07277120733743579,2.695100237338448,4.1994453812630566,3.540671044783382,32.136071448067796,39.0462609369598,3213.219,1.877705395568618
B0005,63,1.6745692479879102,0.0505475864921389,0.07270866794574943,2.639091813583503,4.198991968341307,3.5376048790268775,32.38268549723498,39.398032192832,3203.578,1.8831949982887424
B0005,64,1.663716375981405,0.050118814742107526,0.07301041089661342,2.6857210282450983,4.197785116892181,3.538422485261741,32.30899951427637,39.10678394120843,3195.125,1.8764452364443795
B0005,65,1.659013868748246,0.050118814742107526,0.07301041089661342,2.69017866510873,4.201331130571617,3.53928626988912,32.56636929496716,39.44448954135193,3195.3129999999946,1.870973160299051
B0005,66,1.6538540573335014,0.049792567319026114,0.07343650361620202,2.639895313359579,4.199339974904826,3.533690170241391,32.46542951751835,39.509602016775695,3186.297,1.8705690143479228
B0005,67,1.642653782130131,0.049865378066600005,0.0732133898164959,2.68991452927918,4.198916244859707,3.534367734544495,32.347056454418095,39.334865362245324,3176.438,1.8640262698477292
B0005,68,1.6378578430223698,0.049811932785538866,0.07459618605206403,2.65935818848874,4.198537488587242,3.5312941932103548,32.371538940646154,39.43723270017243,3167.593,1.8637043892758263
B0005,69,1.6327350407099108,0.04850673488997184,0.07458309776342148,2.6657030585650423,4.198943932259475,3.5309134771684274,32.45549347979197,39.51375235624076,3167.719,1.857873177974908
B0005,70,1.6277528915533617,0.050023074203339506,0.0736638387977965,2.642986759012803,4.199579806494986,3.5287226893409893,32.50017194695606,39.60170302810528,3159.077999999994,1.8572543412119842
B0005,71,1.622125485521159,0.05020469043786587,0.07371885821597624,2.6311169118893036,4.198782234828033,3.52625493581969,32.50100298369444,39.687463597582074,3148.829,1.8568772359904624
B0005,72,1.6113256603765849,0.04975857340773159,0.07465617760875586,2.696157404617167,4.19910517813207,3.528684324337005,32.4728927422438,39.53535075538898,3149.094,1.8449420023406096
B0005,73,1.6065631397488385,0.04968675503783295,0.07355425821939737,2.6667596238241567,4.198510853141954,3.525556939424901,32.50480154634882,39.6502371632164,3140.547,1.8444613866204569
B0005,74,1.6015142233917594,0.04995005707049774,0.0746229428074614,2.6403185448373043,4.198732430468704,3.5226805646793737,32.51218336210202,39.69929058154853,3131.625,1.8439309256979097
B0005,75,1.590369231400328,0.050282564251258356,0.07360391142336822,2.69892986372897,4.198799630396931,3.524673458789008,32.45692821941515,39.56076309770468,3121.907,1.8371650795865604
B0005,76,1.5857889968242211,0.04992007781904663,0.074642062777058,2.6682466504352993,4.198753541225669,3.5213155754526824,32.447059186431154,39.63708096307912,3122.125,1.8316434831262063
B0005,77,1.5849430707374117,0.05007996435013632,0.07547710929281527,2.6479207279724903,4.200309982421394,3.51803386486462,32.32889654966259,39.43977047692484,3121.672,1.8311750591767433
B0005,78,1.5955263892495937,0.05007996435013632,0.07547710929281527,2.6741633856529066,4.201124089732316,3.5236841955396794,32.84488475360107,39.839022256254516,3120.86,1.8433261115953903
B0005,79,1.5747301747801037,0.05487320211540928,0.07934403644117197,2.6892528956736257,4.198150316653697,3.519146638240668,32.31731555011648,39.41794949618613,3103.828,1.8298408761937657
B0005,80,1.5649019950937946,0.055240499862766274,0.08002359358228964,2.688809122993162,4.198524048997099,3.516233648608237,32.06376130177751,39.262781682151214,3095.094,1.823708460193854
B0005,81,1.5597659473370362,0.055080368328742545,0.08045008161921993,2.6743555987897745,4.198840869468569,3.514773138461639,32.21997626855924,39.47237839941986,3095.781,1.8177240286719039
B0005,82,1.5594815668184234,0.05484578494342528,0.08099527914390654,2.6430294964336345,4.198119631667182,3.5132992979150073,32.7120225448885,40.037541469513684,3094.328,1.8179607964048694
B0005,83,1.55468935359061,0.05808949268604193,0.07900611376190819,2.6584858447131823,4.198320288264955,3.514484830704665,32.945022147355694,40.142730162011574,3086.531,1.8172828219040265
B0005,84,1.5488741079890418,0.05639999430512618,0.08181491967012575,2.629782173759164,4.1980467610750285,3.5109677353595243,32.857549597381336,40.1165626728546,3085.625,1.8110596769358045
B0005,85,1.538236598942558,0.057159147914507935,0.08086696623694065,2.6622967647315545,4.199047008209673,3.5109358749578012,32.629663328789654,39.87503330866132,3067.203,1.809523960162879
B0005,86,1.527914258251028,0.056998793862942924,0.08250100764416027,2.682380966742509,4.197669918520713,3.509393098217416,32.379859014262976,39.61961987024145,3058.157,1.8026791040807892
B0005,87,1.5285252629756445,0.05791594677751306,0.08175057083151278,2.6401894768922713,4.197600624105256,3.5066782411556563,32.68215852457039,40.067324667444815,3058.812,1.8032065293561197
B0005,88,1.522647325284378,0.0585831887959693,0.08269416457353587,2.693769409137257,4.197985718630326,3.5109885623008092,32.99387423636739,40.24716716520102,3058.578,1.7966214118109363
B0005,89,1.5174859938489869,0.05684411239635824,0.082272625759776,2.695787450704935,4.198164128530042,3.510305462695178,33.04539707211165,40.30253125568348,3049.328,1.7960332728517656
B0005,90,1.605818899130659,0.05667203462955093,0.08291573296417665,2.6920548172137724,4.222920057935785,3.5222215314850214,32.856295641052824,40.09418103142496,3177.219,1.822944713643187
B0005,91,1.5638491446744425,0.058223361510524915,0.07615092115486195,2.629071246219689,4.200423045909808,3.5163492154331264,33.33950238056361,40.52238496316615,3082.937,1.8294710216423313
B0005,92,1.5480915247767786,0.05869361561103209,0.08099673983388944,2.631343871050918,4.198372063670128,3.5134397623234963,33.35156485472646,40.56886357314186,3074.266,1.8163541106104555
B0005,93,1.5323755631868592,0.05687355099054793,0.08079234772463807,2.6983970036642315,4.198353213898968,3.515137522009075,33.147486361012966,40.27804845768325,3066.0,1.8034084947236912
B0005,94,1.5269528268489705,0.058401226760293384,0.0816166339541188,2.6338485871981514,4.197873789078739,3.50830390643132,33.007275861749356,40.2921849196155,3056.437,1.8027403040636887
B0005,95,1.5169573017136326,0.05713926164978321,0.08203042743610463,2.671566207861818,4.197955644238241,3.509190808443004,32.91990812745461,40.184384347174266,3048.219,1.7959087273263283
B0005,96,1.5118975960142693,0.056846750542401,0.08430934905296765,2.6540810507928123,4.197918434710392,3.5068097579555353,32.99903328622305,40.320066232195046,3039.218,1.795435245909757
B0005,97,1.5065638960681105,0.05971458306876328,0.08128077873787101,2.656849703962618,4.197739340034368,3.50609090727422,33.03772281691292,40.336505612651585,3039.047,1.7893867442508242
B0005,98,1.5015453526671363,0.057876489486257204,0.0827621596207595,2.6363048614501152,4.19785490446139,3.5037157727265953,33.07740307192613,40.43267631588412,3030.375,1.7884515415769178
B0005,99,1.4908444050400238,0.057106052592570886,0.08389339159553517,2.69951692300468,4.197306756122815,3.5067479961367156,33.05467981523988,40.314538591575015,3021.0,1.7816042586946859
B0005,100,1.485868384561201,0.05832440115222774,0.0823356083860003,2.698216006032282,4.197528212001444,3.5058813026542324,33.11570360624461,40.386661855917744,3021.75,1.7753188621341638
B0005,101,1.480413677976106,0.05853988727737317,0.08259957408588693,2.6911707598773864,4.19743662221161,3.504168333530808,33.12942148982364,40.43384612547835,3012.265,1.774316365086602
B0005,102,1.4752095869031632,0.057610002271573896,0.08361769407052744,2.690162319231471,4.197717228550219,3.5030568931470634,33.130681310493344,40.44479269068758,3002.641,1.7739323101229758
B0005,103,1.4859035988304024,0.05687744083786221,0.08453629957179691,2.6355034454892072,4.192454851360723,3.4982324882487936,33.20069210329718,40.58499656066617,3012.0,1.7809908306486102
B0005,104,1.4960918298136696,0.05841225795718409,0.07816622903600336,2.6594753656507684,4.202845001527377,3.5065859365661325,33.78697527817091,40.99869158762305,3020.11,1.7879638259714314
B0005,105,1.4808005946928984,0.06019789084807145,0.08377346645248043,2.644554999824577,4.197952808231904,3.501457140697961,33.673365085761986,40.997807625227495,3002.172000000006,1.780299388544082
B0005,106,1.4697543268466824,0.05988352416265757,0.08361156763608181,2.6719601666204564,4.198017952345714,3.501658387162809,33.535818118317145,40.84213757482493,2992.703,1.7731170790561723
B0005,107,1.4539012274845928,0.058875120497055886,0.08370562422038381,2.6598211033173382,4.192162800008929,3.4966186408455298,33.32269982188509,40.69012464267011,2964.468,1.7707046619097417
B0005,108,1.4541462067235693,0.05844518592952695,0.0843513765148262,2.688360455508818,4.196993378341778,3.4991645719433246,33.346230327490304,40.69938049882204,2983.375,1.7601011563823776
B0005,109,1.455023751906683,0.06055121054997781,0.08328051476741821,2.6376728619288525,4.197603515102162,3.496080777360074,33.64948900485925,41.06026204078849,2975.297,1.7656363959382297
B0005,110,1.449042163761236,0.05995025589217596,0.0831904359131708,2.645120521151077,4.196406678544622,3.4959014526387993,33.79269513542102,41.19696040482682,2974.9850000000006,1.758865606625853
B0005,111,1.4386709371480566,0.05956501303684226,0.08487011380929321,2.698012437629632,4.197098662004674,3.49758697990267,33.52446663707275,40.84446688602949,2966.25,1.7517161303689361
B0005,112,1.433445432156979,0.059853349010250065,0.08473917663733575,2.6928942772989077,4.196909312093871,3.4956989619989507,33.39042251934235,40.764203830749366,2956.359,1.751329545286535
B0005,113,1.4333958900838095,0.05874548029308314,0.08711721350349075,2.6483923655058113,4.197105220217278,3.492875380810072,33.67370212742761,41.11212504270441,2956.344,1.7512146419396462
B0005,114,1.42806487344776,0.06083767084489383,0.08490902777488013,2.6832134764261997,4.196244829545076,3.49551076423368,33.91080564765892,41.27256611507568,2956.406,1.7446714395475946
B0005,115,1.4229203181741186,0.05993762786815949,0.08479950183605617,2.684960445221862,4.1968026018066595,3.4942333590450834,33.7850680599871,41.15574924454392,2947.266,1.7436703980732875
B0005,116,1.417429032731308,0.05959588691816853,0.08518775171680287,2.669922120529456,4.196227405416926,3.491197414255986,33.61126807392732,41.03237216951879,2937.984,1.742586639640644
B0005,117,1.412409228794446,0.058400743519397356,0.08632938236969102,2.664105530655056,4.196558172556389,3.4889094081576237,33.45598581472246,40.937269906716935,2929.125,1.7420413740670528
B0005,118,1.412578792940193,0.06260506440345279,0.08502111899525971,2.634098605983684,4.196870541112335,3.487376295811431,33.723267448788484,41.240704611971786,2928.454,1.742181032221019
B0005,119,1.4075983731469897,0.06115195391732467,0.08485577620272611,2.68378702970616,4.196795527524874,3.491994243745711,34.050076369857344,41.43649987692296,2929.375,1.7358994681512463
B0005,120,1.4333920485221476,0.059630601199984506,0.0850345675980089,2.660031949282934,4.189287343772767,3.491585878898649,33.889346908026745,41.16703904201915,2946.031,1.7568416780989415
B0005,121,1.4382550176792908,0.059630601199984506,0.0850345675980089,2.650011641082063,4.201144545237731,3.495576227046425,34.067648550088656,41.36216559728765,2955.438,1.7573416780114148
B0005,122,1.4173547174485526,0.060986669920577066,0.08583976882422588,2.6936969083341418,4.196925753814179,3.4938988589692483,33.75168100943646,41.02198772703674,2937.625,1.7428335857439643
B0005,123,1.406981663677643,0.06100425704109886,0.08588436114872877,2.697073130067154,4.196901090271507,3.49159162968384,33.46482299584788,40.78818812957494,2929.078,1.7353504197544476
B0005,124,1.4012037783587625,0.06232914782727364,0.08822161138920462,2.6806995515145213,4.196688955833435,3.4885729299834787,33.40210697922146,40.81506138506309,2918.375,1.7344921598262548
B0005,125,1.3967008232726328,0.061502762788551504,0.0872699062901812,2.6695398084864568,4.196339302740304,3.4869021151089825,33.410688917712235,40.858374219876424,2919.812,1.7281729028527344
B0005,126,1.391284788852726,0.06141907994833745,0.08720378292525818,2.671695307817951,4.196181412764837,3.4855485210036417,33.38984948261314,40.839876773287166,2900.422,1.7327380581794602
B0005,127,1.3862287677978349,0.06121665145307191,0.0872819262712242,2.661289185949965,4.195770804194879,3.4838912547260388,33.3700433438796,40.85376069244676,2901.375,1.7261256572869232
B0005,128,1.3804366761974138,0.062704070176938,0.08679111809854424,2.667817533540102,4.195456241846729,3.483198941484065,33.27215987470977,40.74795214258888,2901.187,1.7195921297098775
B0005,129,1.3752364150256224,0.06172613583587411,0.0883779260119075,2.684008069130594,4.19654355365607,3.4836274447098883,33.222444215660225,40.68794001196382,2891.64,1.7186729733031645
B0005,130,1.3705128024895008,0.06185223703499693,0.08697922184678317,2.6585256208771644,4.194357133255019,3.480172442538601,33.26207748383125,40.7810749453613,2882.906,1.7177612585976265
B0005,131,1.3705085566270399,0.06310358102659182,0.08852234569242505,2.6372250579822927,4.195863681881766,3.478452148610975,33.312029905516525,40.88159339768709,2883.265,1.7177329322613766
B0005,132,1.3647355108681518,0.06228746060457266,0.08923087570947913,2.6514257735606432,4.1955845546644195,3.4785782556105507,33.25287943255863,40.81191473576834,2882.969,1.7110353118434487
B0005,133,1.375392016895762,0.06270549893166993,0.08838724457648714,2.676384659108382,4.188483624251573,3.4825195584604582,33.745054045019884,41.11793533148924,2891.656,1.7185210755483786
B0005,134,1.3861115151535393,0.06270549893166993,0.08838724457648714,2.6949138502817815,4.200346502821317,3.4886823636752826,33.88841975386692,41.248795355864885,2901.25,1.726125961990839
B0005,135,1.3698500035838939,0.06270549893166993,0.08838724457648714,2.6973343716306273,4.1981749992980655,3.4858502383832755,33.7353756996425,41.16242984455477,2891.703,1.7120885729908761
B0005,136,1.3647827949260758,0.053286381622558374,0.08156856568421471,2.642540259937964,4.195715092938243,3.478794177297151,33.59131052719714,41.16437554618679,2883.016,1.71106364626804
B0005,137,1.3543220466259964,0.05293147474045376,0.08275693411495888,2.699226257883075,4.195755769877104,3.4812826020756744,33.32366688599416,40.864216180205034,2873.453,1.7035375089466078
B0005,138,1.3546417018378962,0.05588929297745871,0.08226321054006082,2.676480329780849,4.195911764444989,3.480352041587074,33.691961507697364,41.25434553511566,2874.031,1.7036071702962703
B0005,139,1.3547039213192407,0.05841778368115902,0.08029809490533976,2.642142168479886,4.195824004004723,3.4781127815565127,33.887639684793655,41.45023191903855,2874.234,1.7035685717882711
B0005,140,1.349314997503458,0.056411433170262516,0.0819223123309917,2.644725254926797,4.196258226051591,3.4765867130506125,33.67308060941856,41.27708509224051,2864.984,1.702464907947373
B0005,141,1.3441891937970554,0.05568015964086863,0.08177399086572994,2.632270655366611,4.196612664794988,3.4733769291841643,33.411988203265814,41.064605154983276,2855.093,1.7015205789200152
B0005,142,1.3389913790695755,0.056210257603528525,0.08328067168438782,2.6391006118876117,4.195850781215982,3.4726366397371127,33.29926524979532,40.99284868101728,2855.625,1.6950971191972488
B0005,143,1.3389145230206971,0.05579452141186236,0.0829501208969064,2.637841830893275,4.1960023929619235,3.473439372740961,33.59980731390034,41.29040553417739,2855.594,1.6951381657999567
B0005,144,1.3340066759761655,0.057799714665998925,0.08190303229216056,2.668286095904868,4.196207586734141,3.4754777099091454,33.61961195858585,41.22740227746052,2847.437,1.6938434166682605
B0005,145,1.3286444309174914,0.05577529472858128,0.08294674118422612,2.6490198126838553,4.195534582569042,3.4722884821666766,33.3945201718652,41.04619550953222,2847.36,1.6870685008325677
B0005,146,1.3231708992276219,0.056559391313402284,0.08237490117893426,2.664058512378051,4.1957439573980455,3.471373665098864,33.16734508187535,40.85874389007758,2837.328,1.686176897624517
B0005,147,1.3181691588445197,0.05334424687864744,0.08448562230827522,2.6883611693898826,4.19586805747139,3.4726160162875095,33.10962161613893,40.79196924883506,2837.281,1.679631387412014
B0005,148,1.3184664436640334,0.056262478978249195,0.0830662312193171,2.6869753836302124,4.195347750909715,3.4738146874457896,33.46501751186519,41.14127834456325,2838.515,1.6799130549815409
B0005,149,1.318293040102702,0.05339424998746291,0.08335635527903888,2.6507536817766586,4.196065828878837,3.4701426486639693,33.4426191014044,41.14429319149828,2828.328,1.6852915714728478
B0005,150,1.323872422244268,0.05854525235071128,0.08836885185980756,2.6646322789106516,4.184534803011309,3.467523652225441,33.037928170775885,40.66184230912503,2838.265,1.6864392611782657
B0005,151,1.3601216766554785,0.057849417299627566,0.08078773867849699,2.6400211837268666,4.201240476440081,3.4767525840839255,33.4949493613756,41.046694544970684,2864.547,1.7159024738365054
B0005,152,1.3395306867947354,0.06142385686894261,0.08496390395839584,2.674198661305034,4.195703567262997,3.4758956827369127,33.491363029025784,41.0462053156659,2846.39,1.7008216421492013
B0005,153,1.3290286565120697,0.05952338030179974,0.08720833121299235,2.696427051131168,4.195744519551191,3.475812179626641,33.329808599922345,40.868302643225604,2837.969,1.692959623824647
B0005,154,1.3236741274998955,0.05926159085880675,0.08777868669454861,2.6928340297696836,4.196363050482315,3.4746554404904435,33.27302769298771,40.85283588259973,2838.156,1.6862374025220268
B0005,155,1.318633896753293,0.05952378458944331,0.08843007755224046,2.681747855329962,4.1957929878569455,3.472301781313945,33.229879126701434,40.85270645265791,2829.843,1.685131143949628
B0005,156,1.3134751321324272,0.05967664811705819,0.08584374973711092,2.696791414385091,4.195797286482793,3.4729305773503527,33.20860833999321,40.8263251809212,2829.625,1.678558960713055
B0005,157,1.3132020634442203,0.05975988463048883,0.08662483639594361,2.664695973142795,4.196349384378125,3.4696192030612285,33.236115055926255,40.90308836809665,2819.437,1.6840474088907802
B0005,158,1.3077959946944353,0.05950259165745283,0.08636882918668189,2.679191623358613,4.195609431921248,3.470018470757559,33.18660088296571,40.84337405460518,2819.579,1.677449503040883
B0005,159,1.3030329186405918,0.05955598055289399,0.08821831541627395,2.699983457940659,4.195339917236225,3.470762691935287,33.174058099115534,40.81792110626284,2810.672,1.6764769465467926
B0005,160,1.3033573559038205,0.05949136479118529,0.08873029794077426,2.666300786624286,4.1954020570061195,3.468111467035994,33.253984518546055,40.946993847659506,2811.485,1.6763557084011527
B0005,161,1.3034100438655642,0.06052114924707915,0.08753623977970666,2.6308501373847837,4.195685302232799,3.4648625780221494,33.3198093248819,41.074938058306316,2802.422,1.681903812546276
